Class,x,y
C1,0.14179786827330784,0.05879421617742096
C1,0.18507840004368717,0.08236563881554354
C1,0.9029162645252857,0.028716411305675225
C1,0.9546148729373448,0.12585075295790468
C1,0.9725572374733311,0.21720199786416794
C1,0.9890753126454966,0.23632139146457104
C1,0.9481020133091916,0.22775039391122157
C1,0.9981623720417409,0.2742624342760575
C1,0.9843006637524679,0.2837038459729068
C1,0.9481340145695311,0.24749655442802843
C2,0.5249260589068521,0.6587594001530528
C2,0.45928575937794514,0.6320700524865239
C2,0.4451055719844469,0.6257340029745819
C2,0.4299602433226278,0.6241270849237643
C2,0.4686167714941571,0.6156378448980625
C2,0.41025477345028344,0.6137334554950867
C2,0.3569993044558489,0.6168480981523151
C2,0.3533843575663938,0.6407042901730351
C2,0.35634941989477853,0.5465464991993445
C2,0.3199836591620855,0.5470393751600421
C2,0.3787439649109448,0.49456429766793
C2,0.34904217823154804,0.5333103267018403
C2,0.360579710938745,0.5113616845499163
C2,0.38717292612284665,0.4439578733501325
C2,0.35171936631640377,0.41589252395832044
C2,0.35454670460315907,0.4194176759259731
C2,0.41383290123818156,0.42721675034628287
C2,0.4405025138525763,0.41856469503208754
C2,0.47686828840039236,0.41805890644296184
C2,0.49992859318224697,0.3613493167279668
C2,0.5554057220024555,0.3468917083407317
C2,0.5598748096920746,0.3878306071206212
C2,0.6098275759952981,0.3597136446740652
C2,0.601456819605638,0.37747879617524305
C2,0.6247750414812393,0.4325031773104729
C2,0.6493074620529029,0.42530408556356125
C2,0.6722084967888474,0.4622678366620104
C2,0.6584040719820662,0.48792922495577806
C2,0.6992760628671816,0.4916597866174521
C2,0.7224871673785815,0.5370468110271693
C2,0.701759842779791,0.5888567687224344
C2,0.690939490166996,0.5902383835179769
C2,0.7055795656640043,0.663276022199741
C2,0.6735149952014966,0.7001221570545837
C2,0.6863422102618497,0.7008162001549723
C2,0.6988289958769364,0.7566986143404384
C2,0.6672370603991739,0.7841334771401615
C2,0.6611764197109206,0.7859074197251658
C2,0.5772511857166094,0.8175892672062192
C2,0.5610952734112961,0.8441686508662927
C2,0.5353061886293268,0.8596711716199594
C2,0.47557047643593897,0.874325742870802
C2,0.4339499296732962,0.8443955709271812
C2,0.4133750949149925,0.8478362786272546
C2,0.45652168594908116,0.8456203803520465
C2,0.4028595573890429,0.8055145306577773
C2,0.32105809901346877,0.8279017741285022
C2,0.32355899025627,0.8110298208338582
C2,0.2935658923300938,0.7960192809074186
C2,0.25502723047210507,0.7636422231552891
C2,0.2485106110799418,0.7137240221432452
C2,0.23000975248407637,0.6541792003705234
C2,0.25215623631204037,0.6244160496456169
C2,0.19687763034309305,0.5790218473230268
C2,0.18387702152721427,0.48496861077517
C2,0.17238314674769656,0.5209672173581104
C2,0.19518223604001975,0.4995317005496535
C2,0.1535546815653739,0.41397325173694693
C2,0.16646075879887345,0.37938621966043384
C2,0.1858802631919381,0.327088535911286
C2,0.2271683157574192,0.2599950078704529
C2,0.20970764167435188,0.2788135378874419
C2,0.2020618012439546,0.17422752406042158
C2,0.2646438093898242,0.1825490477697235
C2,0.30106315601119255,0.11392107308244331
C2,0.28354275363358317,0.07569273211654157
C2,0.3504745583046582,0.13683876063591152
C2,0.38611441756228015,0.07525516693398386
C2,0.420673580801157,0.024713381068448836
C2,0.49145418258125245,0.06702032347252183
C2,0.5480163598915317,0.0376938343717791
C2,0.573139329192287,0.06906157297879481
C2,0.6177626897297979,0.09307050584996326
C2,0.6167350493123684,0.13500051626591084
C2,0.6301274358113553,0.1174503150182728
C2,0.7217811590653763,0.15006382028084048
C2,0.701505043191125,0.16699010466359834
C2,0.7419801981674625,0.19329931272017603
C2,0.7478700291301644,0.2191655046426372
C2,0.7674570152741006,0.2506833551387382
C2,0.8152077842524479,0.26510944243122575
C2,0.8259165107461507,0.3307363805398268
C2,0.8458155096190317,0.31969009509990176
C2,0.8621845879462195,0.3430604392468243
C2,0.9208756561628478,0.4140445780801463
C2,0.9248345325733164,0.3919141707633478
C2,0.937631365015369,0.47577752016663294
C2,0.8690007621821629,0.4878781238838613
C2,0.929061081731835,0.5904965029996012
C2,0.8759464550843504,0.6205505705896305
C2,0.8942919817882845,0.6934386840417743
C2,0.9388904822897234,0.6886175583146285
C2,0.9287875376622976,0.8105951242771056
C2,0.9106841888324434,0.7619704695573137
C2,0.896385414214616,0.8834106857988346
C2,0.8789584386957414,0.8868449730419469
C2,0.8682502013363008,0.9177245527424298
C2,0.8722663272107825,0.9363918717713993
C2,0.8146612672106982,0.9823088959900268
C2,0.7719411813673454,0.9859067769146108
C2,0.7464301127911043,0.9538911843772808
C2,0.11357933237377396,0.994802624446876
C2,0.030859405666555165,0.8769059137244836
C2,0.027994720341642684,0.8476493800387048
